	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
4883	Taiyuan-Liu-2007-201-201-1	Taiyuan	Liu-2007-201-201	ts w ɤ ⁴⁵	taiy1243	1416	SIT	536	
4884	Taiyuan-Liu-2007-201-21-1	Taiyuan	Liu-2007-201-21	t a ⁵³ + l j ə ʔ ²	taiy1243	1435	HUNT	115	
4885	Taiyuan-Liu-2007-201-21-1	Taiyuan	Liu-2007-201-21	t a ⁵³ + l j ə ʔ ²	taiy1243	1435	HUNT	572	
4886	Taiyuan-Liu-2007-201-22-1	Taiyuan	Liu-2007-201-22	t a ⁴⁵	taiy1243	1202	BIG	34	
4887	Taiyuan-Liu-2007-201-23-1	Taiyuan	Liu-2007-201-23	t ai ²¹	taiy1243	379	BLUNT	574	
4888	Taiyuan-Liu-2007-201-23-2	Taiyuan	Liu-2007-201-23	p ə ŋ ⁴⁵	taiy1243	379	BLUNT	575	
4889	Taiyuan-Liu-2007-201-24-1	Taiyuan	Liu-2007-201-24	t j au ⁴⁵	taiy1243	1280	FALL	581	
4890	Taiyuan-Liu-2007-201-24-2	Taiyuan	Liu-2007-201-24	t j ə ʔ ²	taiy1243	1280	FALL	582	
4891	Taiyuan-Liu-2007-201-24-3	Taiyuan	Liu-2007-201-24	l a ʔ ²	taiy1243	1280	FALL	583	
4892	Taiyuan-Liu-2007-201-25-1	Taiyuan	Liu-2007-201-25	t u ŋ ⁴⁵ + v ə ⁰	taiy1243	619	ANIMAL	588	
4893	Taiyuan-Liu-2007-201-25-1	Taiyuan	Liu-2007-201-25	t u ŋ ⁴⁵ + v ə ⁰	taiy1243	619	ANIMAL	179	
4894	Taiyuan-Liu-2007-201-26-1	Taiyuan	Liu-2007-201-26	t u ⁴⁵ + ts ə ʔ ⁰	taiy1243	1251	BELLY	278	
4895	Taiyuan-Liu-2007-201-26-1	Taiyuan	Liu-2007-201-26	t u ⁴⁵ + ts ə ʔ ⁰	taiy1243	1251	BELLY	19	
4896	Taiyuan-Liu-2007-201-27-1	Taiyuan	Liu-2007-201-27	t w æ̃ ⁵³	taiy1243	1645	SHORT	592	
4897	Taiyuan-Liu-2007-201-28-1	Taiyuan	Liu-2007-201-28	t w ei ⁴⁵	taiy1243	1725	CORRECT (RIGHT)	593	
4898	Taiyuan-Liu-2007-201-29-1	Taiyuan	Liu-2007-201-29	t w o ²¹	taiy1243	1198	MANY	595	
4899	Taiyuan-Liu-2007-201-3-1	Taiyuan	Liu-2007-201-3	p j ə ʔ ⁵⁴	taiy1243	1221	NOSE	77	
4900	Taiyuan-Liu-2007-201-3-2	Taiyuan	Liu-2007-201-3	p j ə ʔ ⁵⁴ + ts ə ʔ ⁰	taiy1243	1221	NOSE	77	
4901	Taiyuan-Liu-2007-201-3-2	Taiyuan	Liu-2007-201-3	p j ə ʔ ⁵⁴ + ts ə ʔ ⁰	taiy1243	1221	NOSE	19	
4902	Taiyuan-Liu-2007-201-30-1	Taiyuan	Liu-2007-201-30	ə ⁵³	taiy1243	1247	EAR	596	
4903	Taiyuan-Liu-2007-201-30-2	Taiyuan	Liu-2007-201-30	ə ⁵³ + t w ɤ ⁰	taiy1243	1247	EAR	596	
4904	Taiyuan-Liu-2007-201-30-2	Taiyuan	Liu-2007-201-30	ə ⁵³ + t w ɤ ⁰	taiy1243	1247	EAR	597	
4905	Taiyuan-Liu-2007-201-31-1	Taiyuan	Liu-2007-201-31	ə ⁴⁵	taiy1243	1498	TWO	598	
4906	Taiyuan-Liu-2007-201-31-2	Taiyuan	Liu-2007-201-31	l j a ⁵³	taiy1243	1498	TWO	599	
4907	Taiyuan-Liu-2007-201-32-1	Taiyuan	Liu-2007-201-32	f ei ²¹	taiy1243	1441	FLY (MOVE THROUGH AIR)	600	
4908	Taiyuan-Liu-2007-201-33-1	Taiyuan	Liu-2007-201-33	f ə ŋ ²¹	taiy1243	960	WIND	601	
4909	Taiyuan-Liu-2007-201-34-1	Taiyuan	Liu-2007-201-34	f ə ŋ ²¹	taiy1243	1457	SEW	602	
4910	Taiyuan-Liu-2007-201-35-1	Taiyuan	Liu-2007-201-35	f u ⁵³ + l æ̃ ⁴⁵	taiy1243	1728	ROTTEN	607	
4911	Taiyuan-Liu-2007-201-35-1	Taiyuan	Liu-2007-201-35	f u ⁵³ + l æ̃ ⁴⁵	taiy1243	1728	ROTTEN	608	
4912	Taiyuan-Liu-2007-201-36-1	Taiyuan	Liu-2007-201-36	f u ⁴⁵	taiy1243	1217	FATHER	610	
4913	Taiyuan-Liu-2007-201-36-2	Taiyuan	Liu-2007-201-36	f u ⁴⁵ + tɕʰ i ŋ ²¹	taiy1243	1217	FATHER	610	
4914	Taiyuan-Liu-2007-201-36-2	Taiyuan	Liu-2007-201-36	f u ⁴⁵ + tɕʰ i ŋ ²¹	taiy1243	1217	FATHER	612	
4915	Taiyuan-Liu-2007-201-36-3	Taiyuan	Liu-2007-201-36	p a ⁴⁵ + p a ⁰	taiy1243	1217	FATHER	470	
4916	Taiyuan-Liu-2007-201-36-3	Taiyuan	Liu-2007-201-36	p a ⁴⁵ + p a ⁰	taiy1243	1217	FATHER	803	
4917	Taiyuan-Liu-2007-201-36-4	Taiyuan	Liu-2007-201-36	l au ⁵³ + ts ə ʔ ⁰	taiy1243	1217	FATHER	27	
4918	Taiyuan-Liu-2007-201-36-4	Taiyuan	Liu-2007-201-36	l au ⁵³ + ts ə ʔ ⁰	taiy1243	1217	FATHER	19	
4919	Taiyuan-Liu-2007-201-37-1	Taiyuan	Liu-2007-201-37	k æ̃ ²¹	taiy1243	1398	DRY	565	
4920	Taiyuan-Liu-2007-201-38-1	Taiyuan	Liu-2007-201-38	k æ̃ ²¹	taiy1243	1224	LIVER	619	
4921	Taiyuan-Liu-2007-201-39-1	Taiyuan	Liu-2007-201-39	k ei ⁵³	taiy1243	1447	GIVE	620	
4922	Taiyuan-Liu-2007-201-4-1	Taiyuan	Liu-2007-201-4	p i ŋ ²¹	taiy1243	617	ICE	83	
4923	Taiyuan-Liu-2007-201-40-1	Taiyuan	Liu-2007-201-40	k ə ŋ ²¹	taiy1243	670	ROOT	93	
4924	Taiyuan-Liu-2007-201-41-1	Taiyuan	Liu-2007-201-41	k əu ⁵³	taiy1243	2009	DOG	630	
4925	Taiyuan-Liu-2007-201-42-1	Taiyuan	Liu-2007-201-42	k w ə ʔ ² + t əu ⁰	taiy1243	1394	BONE	94	
4926	Taiyuan-Liu-2007-201-42-1	Taiyuan	Liu-2007-201-42	k w ə ʔ ² + t əu ⁰	taiy1243	1394	BONE	319	
4927	Taiyuan-Liu-2007-201-43-1	Taiyuan	Liu-2007-201-43	k u ŋ ⁴⁵	taiy1243	1295	STICK	634	
4928	Taiyuan-Liu-2007-201-43-2	Taiyuan	Liu-2007-201-43	k u ŋ ⁴⁵ + ts ə ʔ ⁰	taiy1243	1295	STICK	634	
4929	Taiyuan-Liu-2007-201-43-2	Taiyuan	Liu-2007-201-43	k u ŋ ⁴⁵ + ts ə ʔ ⁰	taiy1243	1295	STICK	19	
4930	Taiyuan-Liu-2007-201-44-1	Taiyuan	Liu-2007-201-44	x ai ²¹	taiy1243	1304	CHILD (YOUNG HUMAN)	636	
4931	Taiyuan-Liu-2007-201-44-2	Taiyuan	Liu-2007-201-44	x ai ²¹ + ts ə ʔ ⁰	taiy1243	1304	CHILD (YOUNG HUMAN)	636	
4932	Taiyuan-Liu-2007-201-44-2	Taiyuan	Liu-2007-201-44	x ai ²¹ + ts ə ʔ ⁰	taiy1243	1304	CHILD (YOUNG HUMAN)	19	
4933	Taiyuan-Liu-2007-201-44-3	Taiyuan	Liu-2007-201-44	ɕ j au ⁵³ + v a ²¹ + v a ²¹	taiy1243	1304	CHILD (YOUNG HUMAN)	49	
4934	Taiyuan-Liu-2007-201-44-3	Taiyuan	Liu-2007-201-44	ɕ j au ⁵³ + v a ²¹ + v a ²¹	taiy1243	1304	CHILD (YOUNG HUMAN)	33	
4935	Taiyuan-Liu-2007-201-44-3	Taiyuan	Liu-2007-201-44	ɕ j au ⁵³ + v a ²¹ + v a ²¹	taiy1243	1304	CHILD (YOUNG HUMAN)	797	
4936	Taiyuan-Liu-2007-201-44-4	Taiyuan	Liu-2007-201-44	v a ²¹ + v a ²¹	taiy1243	1304	CHILD (YOUNG HUMAN)	33	
4937	Taiyuan-Liu-2007-201-44-4	Taiyuan	Liu-2007-201-44	v a ²¹ + v a ²¹	taiy1243	1304	CHILD (YOUNG HUMAN)	797	
4938	Taiyuan-Liu-2007-201-45-1	Taiyuan	Liu-2007-201-45	x ai ⁵³	taiy1243	1474	SEA	641	
4939	Taiyuan-Liu-2007-201-46-1	Taiyuan	Liu-2007-201-46	x au ⁵³	taiy1243	1035	GOOD	642	
4940	Taiyuan-Liu-2007-201-47-1	Taiyuan	Liu-2007-201-47	x ə ʔ ²	taiy1243	1401	DRINK	646	
4941	Taiyuan-Liu-2007-201-48-1	Taiyuan	Liu-2007-201-48	x ɤ ²¹	taiy1243	1577	AND	448	
4943	Taiyuan-Liu-2007-201-5-1	Taiyuan	Liu-2007-201-5	p a ʔ ⁵⁴ + ts ə ʔ ⁰	taiy1243	1333	NECK	88	
4944	Taiyuan-Liu-2007-201-5-1	Taiyuan	Liu-2007-201-5	p a ʔ ⁵⁴ + ts ə ʔ ⁰	taiy1243	1333	NECK	19	
4945	Taiyuan-Liu-2007-201-50-1	Taiyuan	Liu-2007-201-50	tɕ j ɒ̃ ²¹	taiy1243	666	RIVER	653	
4946	Taiyuan-Liu-2007-201-51-1	Taiyuan	Liu-2007-201-51	x ə ʔ ²	taiy1243	163	BLACK	296	
4947	Taiyuan-Liu-2007-201-52-1	Taiyuan	Liu-2007-201-52	x u ŋ ²¹	taiy1243	156	RED	654	
4948	Taiyuan-Liu-2007-201-53-1	Taiyuan	Liu-2007-201-53	x əu ⁴⁵	taiy1243	1244	THICK	655	
4949	Taiyuan-Liu-2007-201-54-1	Taiyuan	Liu-2007-201-54	tsʰ w ə ʔ ² + tɕʰ i ⁴⁵	taiy1243	1407	BREATHE	659	
4950	Taiyuan-Liu-2007-201-54-1	Taiyuan	Liu-2007-201-54	tsʰ w ə ʔ ² + tɕʰ i ⁴⁵	taiy1243	1407	BREATHE	332	
4951	Taiyuan-Liu-2007-201-55-1	Taiyuan	Liu-2007-201-55	x u ²¹	taiy1243	624	LAKE	661	
4952	Taiyuan-Liu-2007-201-56-1	Taiyuan	Liu-2007-201-56	x w a ²¹	taiy1243	239	FLOWER	662	
4953	Taiyuan-Liu-2007-201-57-1	Taiyuan	Liu-2007-201-57	x w ai ⁴⁵	taiy1243	1292	BAD	663	
4954	Taiyuan-Liu-2007-201-58-1	Taiyuan	Liu-2007-201-58	x w ɒ̃ ²¹	taiy1243	1424	YELLOW	302	
4955	Taiyuan-Liu-2007-201-59-1	Taiyuan	Liu-2007-201-59	x w ei ²¹	taiy1243	646	ASH	542	
4957	Taiyuan-Liu-2007-201-60-1	Taiyuan	Liu-2007-201-60	x w ə ʔ ⁵⁴ + t ə ʔ ⁰	taiy1243	1422	BE ALIVE	424	
4958	Taiyuan-Liu-2007-201-60-1	Taiyuan	Liu-2007-201-60	x w ə ʔ ⁵⁴ + t ə ʔ ⁰	taiy1243	1422	BE ALIVE	255	
4959	Taiyuan-Liu-2007-201-61-1	Taiyuan	Liu-2007-201-61	x w ɤ ⁵³	taiy1243	221	FIRE	672	
4960	Taiyuan-Liu-2007-201-62-1	Taiyuan	Liu-2007-201-62	tɕ i ²¹ + t æ̃ ⁴⁵	taiy1243	744	EGG	673	
4961	Taiyuan-Liu-2007-201-62-1	Taiyuan	Liu-2007-201-62	tɕ i ²¹ + t æ̃ ⁴⁵	taiy1243	744	EGG	674	
4962	Taiyuan-Liu-2007-201-63-1	Taiyuan	Liu-2007-201-63	tɕ j e ²¹	taiy1243	1396	SHARP	676	
4964	Taiyuan-Liu-2007-201-65-1	Taiyuan	Liu-2007-201-65	tɕ j au ⁵³	taiy1243	1301	FOOT	277	
4965	Taiyuan-Liu-2007-201-66-1	Taiyuan	Liu-2007-201-66	tɕ j ə ʔ ² + p i ŋ ²¹	taiy1243	1431	FREEZE	678	
4966	Taiyuan-Liu-2007-201-66-1	Taiyuan	Liu-2007-201-66	tɕ j ə ʔ ² + p i ŋ ²¹	taiy1243	1431	FREEZE	83	
4967	Taiyuan-Liu-2007-201-67-1	Taiyuan	Liu-2007-201-67	tɕ i ŋ ⁴⁵	taiy1243	1942	NEAR	682	
4968	Taiyuan-Liu-2007-201-68-1	Taiyuan	Liu-2007-201-68	kʰ æ̃ ⁵³	taiy1243	1432	CUT	683	
4969	Taiyuan-Liu-2007-201-69-1	Taiyuan	Liu-2007-201-69	kʰ æ̃ ⁴⁵ + tɕ j e ⁴⁵	taiy1243	1409	SEE	689	
4970	Taiyuan-Liu-2007-201-69-1	Taiyuan	Liu-2007-201-69	kʰ æ̃ ⁴⁵ + tɕ j e ⁴⁵	taiy1243	1409	SEE	253	
4971	Taiyuan-Liu-2007-201-7-1	Taiyuan	Liu-2007-201-7	p ə ʔ ²	taiy1243	1240	NOT	98	
4972	Taiyuan-Liu-2007-201-70-1	Taiyuan	Liu-2007-201-70	kʰ w æ̃ ²¹	taiy1243	1243	WIDE	694	
4973	Taiyuan-Liu-2007-201-71-1	Taiyuan	Liu-2007-201-71	kʰ u ŋ ⁵³	taiy1243	1917	TIE	696	
4974	Taiyuan-Liu-2007-201-71-2	Taiyuan	Liu-2007-201-71	ts a ʔ ²	taiy1243	1917	TIE	698	
4975	Taiyuan-Liu-2007-201-72-1	Taiyuan	Liu-2007-201-72	l a ²¹	taiy1243	1455	PULL	397	
4976	Taiyuan-Liu-2007-201-73-1	Taiyuan	Liu-2007-201-73	l ai ²¹	taiy1243	1446	COME	703	
4979	Taiyuan-Liu-2007-201-76-1	Taiyuan	Liu-2007-201-76	l j əu ²¹	taiy1243	2003	FLOW	164	
4981	Taiyuan-Liu-2007-201-78-1	Taiyuan	Liu-2007-201-78	l y ⁴⁵	taiy1243	1425	GREEN	709	
4983	Taiyuan-Liu-2007-201-8-1	Taiyuan	Liu-2007-201-8	tsʰ a ʔ ²	taiy1243	1449	RUB	104	
4984	Taiyuan-Liu-2007-201-8-2	Taiyuan	Liu-2007-201-8	tɕʰ j e ²¹	taiy1243	1449	RUB	105	
4985	Taiyuan-Liu-2007-201-80-1	Taiyuan	Liu-2007-201-80	m i ŋ ²¹ + ts ɿ ⁴⁵	taiy1243	1405	NAME	712	
4986	Taiyuan-Liu-2007-201-80-1	Taiyuan	Liu-2007-201-80	m i ŋ ²¹ + ts ɿ ⁴⁵	taiy1243	1405	NAME	469	
4987	Taiyuan-Liu-2007-201-81-1	Taiyuan	Liu-2007-201-81	m u ⁵³ + tɕʰ i ŋ ²¹	taiy1243	1216	MOTHER	157	
4988	Taiyuan-Liu-2007-201-81-1	Taiyuan	Liu-2007-201-81	m u ⁵³ + tɕʰ i ŋ ²¹	taiy1243	1216	MOTHER	612	
4990	Taiyuan-Liu-2007-201-83-1	Taiyuan	Liu-2007-201-83	n a ⁵³ + l ɛ ⁰	taiy1243	1237	WHERE	188	
4991	Taiyuan-Liu-2007-201-83-1	Taiyuan	Liu-2007-201-83	n a ⁵³ + l ɛ ⁰	taiy1243	1237	WHERE	3	
4992	Taiyuan-Liu-2007-201-84-1	Taiyuan	Liu-2007-201-84	v ai ⁵³	taiy1243	78	THAT	730	
4993	Taiyuan-Liu-2007-201-85-1	Taiyuan	Liu-2007-201-85	n a ⁴⁵	taiy1243	1937	THERE	261	
4996	Taiyuan-Liu-2007-201-87-1	Taiyuan	Liu-2007-201-87	n i ⁵³	taiy1243	1215	THOU	739	
4997	Taiyuan-Liu-2007-201-88-1	Taiyuan	Liu-2007-201-88	n j e ²¹	taiy1243	1226	YEAR	741	
4998	Taiyuan-Liu-2007-201-89-1	Taiyuan	Liu-2007-201-89	n j au ⁵³	taiy1243	937	BIRD	745	
4999	Taiyuan-Liu-2007-201-9-1	Taiyuan	Liu-2007-201-9	tsʰ au ⁵³	taiy1243	606	GRASS	111	
5000	Taiyuan-Liu-2007-201-90-1	Taiyuan	Liu-2007-201-90	n y ⁵³ + z ə ŋ ²¹	taiy1243	962	WOMAN	39	
5001	Taiyuan-Liu-2007-201-90-1	Taiyuan	Liu-2007-201-90	n y ⁵³ + z ə ŋ ²¹	taiy1243	962	WOMAN	38	
5002	Taiyuan-Liu-2007-201-91-1	Taiyuan	Liu-2007-201-91	tʰ u ⁵³ + l ə ⁰	taiy1243	1278	VOMIT	2	
5003	Taiyuan-Liu-2007-201-91-1	Taiyuan	Liu-2007-201-91	tʰ u ⁵³ + l ə ⁰	taiy1243	1278	VOMIT	5	
5004	Taiyuan-Liu-2007-201-92-1	Taiyuan	Liu-2007-201-92	pʰ a ⁴⁵	taiy1243	1419	FEAR (BE AFRAID)	11	
5007	Taiyuan-Liu-2007-201-94-1	Taiyuan	Liu-2007-201-94	pʰ j ɑu ²¹	taiy1243	1574	FLOAT	20	
5008	Taiyuan-Liu-2007-201-95-1	Taiyuan	Liu-2007-201-95	pʰ i ŋ ²¹	taiy1243	1234	SMOOTH	25	
5009	Taiyuan-Liu-2007-201-96-1	Taiyuan	Liu-2007-201-96	l au ⁵³ + pʰ ɤ ²¹	taiy1243	1199	WIFE	27	
5010	Taiyuan-Liu-2007-201-96-1	Taiyuan	Liu-2007-201-96	l au ⁵³ + pʰ ɤ ²¹	taiy1243	1199	WIFE	28	
5011	Taiyuan-Liu-2007-201-97-1	Taiyuan	Liu-2007-201-97	tɕʰ ɥ e ²¹ + p u ⁴⁵	taiy1243	98	ALL	54	
5012	Taiyuan-Liu-2007-201-97-1	Taiyuan	Liu-2007-201-97	tɕʰ ɥ e ²¹ + p u ⁴⁵	taiy1243	98	ALL	55	
5014	Taiyuan-Liu-2007-201-99-1	Taiyuan	Liu-2007-201-99	z ə ŋ ²¹	taiy1243	683	PERSON	38	
5015	Wenzhou-Liu-2007-201-1-1	Wenzhou	Liu-2007-201-1	b a ²¹	ouji1238	1335	WHITE	71	
5016	Wenzhou-Liu-2007-201-10-1	Wenzhou	Liu-2007-201-10	dʑ i ³⁴¹	ouji1238	1203	LONG	112	
5017	Wenzhou-Liu-2007-201-100-1	Wenzhou	Liu-2007-201-100	g a ²²	ouji1238	1456	THROW	68	
5019	Wenzhou-Liu-2007-201-102-1	Wenzhou	Liu-2007-201-102	dʑ j a ²¹ + z ɿ ²⁴	ouji1238	1459	IF	339	
5020	Wenzhou-Liu-2007-201-102-1	Wenzhou	Liu-2007-201-102	dʑ j a ²¹ + z ɿ ²⁴	ouji1238	1459	IF	121	
5022	Wenzhou-Liu-2007-201-104-1	Wenzhou	Liu-2007-201-104	s a ⁴⁴	ouji1238	492	THREE	131	
5023	Wenzhou-Liu-2007-201-105-1	Wenzhou	Liu-2007-201-105	s a ŋ ⁴⁴ + l e ŋ ³⁴¹	ouji1238	420	FOREST	132	
5024	Wenzhou-Liu-2007-201-105-1	Wenzhou	Liu-2007-201-105	s a ŋ ⁴⁴ + l e ŋ ³⁴¹	ouji1238	420	FOREST	133	
5025	Wenzhou-Liu-2007-201-105-2	Wenzhou	Liu-2007-201-105	z ɿ ²² + l e ŋ ³⁴¹	ouji1238	420	FOREST	134	
5026	Wenzhou-Liu-2007-201-105-2	Wenzhou	Liu-2007-201-105	z ɿ ²² + l e ŋ ³⁴¹	ouji1238	420	FOREST	133	
5027	Wenzhou-Liu-2007-201-106-1	Wenzhou	Liu-2007-201-106	s a ⁴¹	ouji1238	1417	KILL	135	
5028	Wenzhou-Liu-2007-201-107-1	Wenzhou	Liu-2007-201-107	s o ⁴⁴	ouji1238	671	SAND	138	
5029	Wenzhou-Liu-2007-201-108-1	Wenzhou	Liu-2007-201-108	s a ⁴⁴	ouji1238	639	MOUNTAIN	139	
5031	Wenzhou-Liu-2007-201-11-1	Wenzhou	Liu-2007-201-11	d øy ²⁴ + dʑ i ³⁴¹	ouji1238	1334	GUTS	278	
5032	Wenzhou-Liu-2007-201-11-1	Wenzhou	Liu-2007-201-11	d øy ²⁴ + dʑ i ³⁴¹	ouji1238	1334	GUTS	830	
5033	Wenzhou-Liu-2007-201-110-1	Wenzhou	Liu-2007-201-110	ɕ j ɛ ²⁴²	ouji1238	1242	FEW	141	
5034	Wenzhou-Liu-2007-201-111-1	Wenzhou	Liu-2007-201-111	kʰ au ²⁴² + j i ²¹	ouji1238	1205	TONGUE	145	
5035	Wenzhou-Liu-2007-201-111-1	Wenzhou	Liu-2007-201-111	kʰ au ²⁴² + j i ²¹	ouji1238	1205	TONGUE	143	
5036	Wenzhou-Liu-2007-201-112-1	Wenzhou	Liu-2007-201-112	z ei ³⁴¹	ouji1238	730	SNAKE	148	
5037	Wenzhou-Liu-2007-201-113-1	Wenzhou	Liu-2007-201-113	z e ŋ ³⁴¹	ouji1238	1218	ROPE	153	
5038	Wenzhou-Liu-2007-201-114-1	Wenzhou	Liu-2007-201-114	s ai ⁴¹	ouji1238	1392	LOUSE	155	
5039	Wenzhou-Liu-2007-201-115-1	Wenzhou	Liu-2007-201-115	s ai ⁴¹	ouji1238	1726	WET	161	
5040	Wenzhou-Liu-2007-201-116-1	Wenzhou	Liu-2007-201-116	a ⁴¹ + ɲ i ³⁴¹	ouji1238	1236	WHAT	171	
5041	Wenzhou-Liu-2007-201-116-1	Wenzhou	Liu-2007-201-116	a ⁴¹ + ɲ i ³⁴¹	ouji1238	1236	WHAT	172	
5042	Wenzhou-Liu-2007-201-117-1	Wenzhou	Liu-2007-201-117	z ei ²¹ + d ɤu ³⁴¹ + ts ɿ ²⁴² + ŋ̍ ⁰	ouji1238	857	STONE	180	
5043	Wenzhou-Liu-2007-201-117-1	Wenzhou	Liu-2007-201-117	z ei ²¹ + d ɤu ³⁴¹ + ts ɿ ²⁴² + ŋ̍ ⁰	ouji1238	857	STONE	319	
5044	Wenzhou-Liu-2007-201-117-1	Wenzhou	Liu-2007-201-117	z ei ²¹ + d ɤu ³⁴¹ + ts ɿ ²⁴² + ŋ̍ ⁰	ouji1238	857	STONE	19	
5045	Wenzhou-Liu-2007-201-117-1	Wenzhou	Liu-2007-201-117	z ei ²¹ + d ɤu ³⁴¹ + ts ɿ ²⁴² + ŋ̍ ⁰	ouji1238	857	STONE	828	
5046	Wenzhou-Liu-2007-201-118-1	Wenzhou	Liu-2007-201-118	ɕ j eu ²⁴	ouji1238	1277	HAND	182	
5047	Wenzhou-Liu-2007-201-119-1	Wenzhou	Liu-2007-201-119	z ɿ ²²	ouji1238	906	TREE	134	
5048	Wenzhou-Liu-2007-201-12-1	Wenzhou	Liu-2007-201-12	tɕʰ i ⁵¹	ouji1238	1261	SING	539	
5049	Wenzhou-Liu-2007-201-120-1	Wenzhou	Liu-2007-201-120	z ɿ ²² + b ei ³⁴¹	ouji1238	1204	BARK	134	
5050	Wenzhou-Liu-2007-201-120-1	Wenzhou	Liu-2007-201-120	z ɿ ²² + b ei ³⁴¹	ouji1238	1204	BARK	16	
5052	Wenzhou-Liu-2007-201-121b-1	Wenzhou	Liu-2007-201-121b	t i ²⁴	ouji1238	1420	COUNT	186	
5053	Wenzhou-Liu-2007-201-122-1	Wenzhou	Liu-2007-201-122	a ⁴¹ + ɲ i ³⁴¹ + n a ŋ ³⁴¹	ouji1238	1235	WHO	171	
5054	Wenzhou-Liu-2007-201-122-1	Wenzhou	Liu-2007-201-122	a ⁴¹ + ɲ i ³⁴¹ + n a ŋ ³⁴¹	ouji1238	1235	WHO	172	
5055	Wenzhou-Liu-2007-201-122-1	Wenzhou	Liu-2007-201-122	a ⁴¹ + ɲ i ³⁴¹ + n a ŋ ³⁴¹	ouji1238	1235	WHO	38	
5056	Wenzhou-Liu-2007-201-123-1	Wenzhou	Liu-2007-201-123	s ɿ ²⁴	ouji1238	948	WATER	194	
5059	Wenzhou-Liu-2007-201-125-1	Wenzhou	Liu-2007-201-125	kʰ y ⁵¹	ouji1238	1585	SLEEP	197	
5060	Wenzhou-Liu-2007-201-126-1	Wenzhou	Liu-2007-201-126	tɕ y ⁴¹	ouji1238	1421	SUCK	201	
5061	Wenzhou-Liu-2007-201-126-2	Wenzhou	Liu-2007-201-126	ɕ j ai ⁴¹	ouji1238	1421	SUCK	198	
5062	Wenzhou-Liu-2007-201-127-1	Wenzhou	Liu-2007-201-127	k w ɔ ²⁴²	ouji1238	1458	SAY	210	
5063	Wenzhou-Liu-2007-201-128-1	Wenzhou	Liu-2007-201-128	d o ²¹	ouji1238	1437	SPLIT	218	
5064	Wenzhou-Liu-2007-201-129-1	Wenzhou	Liu-2007-201-129	s ɿ ²⁴²	ouji1238	1494	DIE	222	
5065	Wenzhou-Liu-2007-201-13-1	Wenzhou	Liu-2007-201-13	b a ŋ ³⁴¹ + dz a ŋ ³⁴¹	ouji1238	2	DUST	543	
5066	Wenzhou-Liu-2007-201-13-1	Wenzhou	Liu-2007-201-13	b a ŋ ³⁴¹ + dz a ŋ ³⁴¹	ouji1238	2	DUST	540	
5067	Wenzhou-Liu-2007-201-130-1	Wenzhou	Liu-2007-201-130	s ɿ ⁵¹	ouji1238	1500	FOUR	225	
5068	Wenzhou-Liu-2007-201-131-1	Wenzhou	Liu-2007-201-131	g ei ³⁴¹	ouji1238	1211	HE	227	
5069	Wenzhou-Liu-2007-201-132-1	Wenzhou	Liu-2007-201-132	g ei ³⁴¹ + l j ɛ ³⁴¹	ouji1238	817	THEY	227	
5070	Wenzhou-Liu-2007-201-132-1	Wenzhou	Liu-2007-201-132	g ei ³⁴¹ + l j ɛ ³⁴¹	ouji1238	817	THEY	233	
5071	Wenzhou-Liu-2007-201-133-1	Wenzhou	Liu-2007-201-133	tʰ a ⁵¹ + j i ³⁴¹	ouji1238	1343	SUN	239	
5072	Wenzhou-Liu-2007-201-133-1	Wenzhou	Liu-2007-201-133	tʰ a ⁵¹ + j i ³⁴¹	ouji1238	1343	SUN	240	
5073	Wenzhou-Liu-2007-201-134-1	Wenzhou	Liu-2007-201-134	f a ⁴⁴	ouji1238	1411	LIE (REST)	10	
5074	Wenzhou-Liu-2007-201-135-1	Wenzhou	Liu-2007-201-135	n e ²¹	ouji1238	1225	DAY (NOT NIGHT)	241	
5075	Wenzhou-Liu-2007-201-136-1	Wenzhou	Liu-2007-201-136	tʰ i ⁴⁴ + l ei ⁴⁴	ouji1238	1732	SKY	247	
5076	Wenzhou-Liu-2007-201-136-1	Wenzhou	Liu-2007-201-136	tʰ i ⁴⁴ + l ei ⁴⁴	ouji1238	1732	SKY	52	
5077	Wenzhou-Liu-2007-201-137-1	Wenzhou	Liu-2007-201-137	tʰ e ŋ + dʑ j a ²¹	ouji1238	1408	HEAR	252	
5078	Wenzhou-Liu-2007-201-137-1	Wenzhou	Liu-2007-201-137	tʰ e ŋ + dʑ j a ²¹	ouji1238	1408	HEAR	791	
5079	Wenzhou-Liu-2007-201-138-1	Wenzhou	Liu-2007-201-138	d ɤu ³⁴¹	ouji1238	1256	HEAD	79	
5082	Wenzhou-Liu-2007-201-14-1	Wenzhou	Liu-2007-201-14	tsʰ ɿ ⁴¹	ouji1238	1336	EAT	547	
5083	Wenzhou-Liu-2007-201-140-1	Wenzhou	Liu-2007-201-140	tʰ øy ²⁴² + d ei ²²	ouji1238	1228	EARTH (SOIL)	264	
5084	Wenzhou-Liu-2007-201-140-1	Wenzhou	Liu-2007-201-140	tʰ øy ²⁴² + d ei ²²	ouji1238	1228	EARTH (SOIL)	265	
5085	Wenzhou-Liu-2007-201-141-1	Wenzhou	Liu-2007-201-141	tʰ øy ²⁴	ouji1238	1440	SPIT	1	
