	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
2009	Nanchang-96_beggar-1	Nanchang	96_beggar	k ɑ w ⁴⁵ + f ɑ ⁰⁴/¹⁴ + ts ɿ ⁰⁴/¹⁴	nanc1254	nan	1934.0	BEGGAR	276	
2010	Nanchang-97_nurse-1	Nanchang	97_nurse	tɕ i ⁴⁵ + ɲ j ɔ ŋ ⁰⁴/¹⁴	nanc1254	nan	1104.0	NURSE	461	
2011	Nanchang-97_nurse-2	Nanchang	97_nurse	p ɑ w ²¹³ + m u ²¹³	nanc1254	nan	1104.0	NURSE	378	
2012	Nanchang-98_becomesick-1	Nanchang	98_becomesick	pʰ j ɑ ŋ ²¹ + l j ɛ w i ɛu ⁰²/¹²	nanc1254	nan	1847.0	SICK	141	
2013	Nanchang-99_catchacold-1	Nanchang	99_catchacold	s ɔ ŋ ⁴² + f u ŋ ⁴²	nanc1254	nan	2184.0	CATCH A COLD	240	
2014	Nanchang-99_catchacold-2	Nanchang	99_catchacold	k ɵ n ²¹³ + m ɑ w ²¹	nanc1254	nan	2184.0	CATCH A COLD	224	
2015	Nanchang-9_freeze-1	Nanchang	9_freeze	tɕ j ɛ ʔ ⁵ + p i n ⁴²	nanc1254	nan	1431.0	FREEZE	711	
2016	Nanchang-9_freeze-2	Nanchang	9_freeze	l ɛ n ²¹ + t ɑ w ⁰²/¹² + l j ɛ w i ɛu ⁰²/¹²	nanc1254	nan	1431.0	FREEZE	373	
2017	Shanghai-102_humpback-1	Shanghai	102_humpback	d u ¹³ + ts ɿ ³⁵	shan1293	nan	99.0	HUNCHBACK	174	
2018	Shanghai-103_die-1	Shanghai	103_die	ɕ i ³⁵ + tʰ ə ʔ ⁵ + l ə ʔ ¹	shan1293	nan	1494.0	DIE	315	
2019	Shanghai-103_die-2	Shanghai	103_die	m̩ ¹³ + m ə ʔ ⁵ + l ə ʔ ¹	shan1293	nan	1494.0	DIE	923	
2020	Shanghai-105_i-1	Shanghai	105_i	ŋ u ¹³	shan1293	nan	1209.0	I	267	
2021	Shanghai-106_thou-1	Shanghai	106_thou	n o ŋ ¹³	shan1293	nan	1215.0	THOU	626	
2022	Shanghai-107_he-1	Shanghai	107_he	ɦ i ¹³	shan1293	nan	1211.0	HE	3	
2023	Shanghai-108_we-1	Shanghai	108_we	a ʔ ⁵ + l a ⁵³	shan1293	nan	1212.0	WE	259	
2024	Shanghai-108_we-2	Shanghai	108_we	ŋ u ¹³ + ɲ i ¹³	shan1293	nan	1212.0	WE	966	
2025	Shanghai-109_you-1	Shanghai	109_you	n a ¹³	shan1293	nan	1213.0	YOU	154	
2026	Shanghai-10_blow-1	Shanghai	10_blow	tɕʰ i ³⁵ + f o ŋ ⁵³	shan1293	nan	175.0	BLOW (OF WIND)	833	
2027	Shanghai-10_blow-2	Shanghai	10_blow	k w a ʔ ⁵ + f o ŋ ⁵³	shan1293	nan	175.0	BLOW (OF WIND)	192	
2028	Shanghai-110_they-1	Shanghai	110_they	ɦ i ¹³ + l a ⁵³	shan1293	nan	817.0	THEY	867	
2029	Shanghai-112_self-1	Shanghai	112_self	z ɿ ¹³ + k a ⁵³	shan1293	nan	1993.0	SELF	727	
2030	Shanghai-113_who-1	Shanghai	113_who	s a ³⁵ + ɲ i ŋ ¹³	shan1293	nan	1235.0	WHO	265	
2031	Shanghai-114_what-1	Shanghai	114_what	s a ³⁵	shan1293	nan	1236.0	WHAT	162	
2032	Shanghai-115_here-1	Shanghai	115_here	d j ɪ ʔ ¹ + t a ʔ ⁵	shan1293	nan	136.0	HERE	973	
2033	Shanghai-115_here-2	Shanghai	115_here	g ə ʔ ¹ + t a ʔ ⁵	shan1293	nan	136.0	HERE	1031	
2034	Shanghai-115_here-3	Shanghai	115_here	g ə ʔ ¹ + l i ¹³	shan1293	nan	136.0	HERE	561	
2035	Shanghai-116_there-1	Shanghai	116_there	i ⁵³ + t a ʔ ⁵	shan1293	nan	1937.0	THERE	803	
2036	Shanghai-116_there-2	Shanghai	116_there	i ⁵³ + m i ¹³	shan1293	nan	1937.0	THERE	109	
2037	Shanghai-117_where-1	Shanghai	117_where	s a ³ + ⁴ + d i ¹³ + f ɑ̃ ⁵³	shan1293	nan	1237.0	WHERE	473	
2038	Shanghai-117_where-2	Shanghai	117_where	ɦ a ¹³ + l i ¹³	shan1293	nan	1237.0	WHERE	451	
2039	Shanghai-118_this-1	Shanghai	118_this	d j ɪ ʔ ¹ + g ə ʔ ¹	shan1293	nan	1214.0	THIS	1094	
2040	Shanghai-118_this-2	Shanghai	118_this	g ə ʔ ¹ + g ə ʔ ¹	shan1293	nan	1214.0	THIS	847	
2041	Shanghai-119_that-1	Shanghai	119_that	i ⁵³ + g ə ʔ ¹	shan1293	nan	78.0	THAT	1005	
2042	Shanghai-119_that-2	Shanghai	119_that	e ⁵³ + g ə ʔ ¹	shan1293	nan	78.0	THAT	15	
2043	Shanghai-11_rainbow-1	Shanghai	11_rainbow	h ɤ ³⁵	shan1293	nan	1733.0	RAINBOW	458	
2044	Shanghai-11_rainbow-2	Shanghai	11_rainbow	tsʰ e ³⁵ + ɦ o ŋ ¹³	shan1293	nan	1733.0	RAINBOW	796	
2045	Shanghai-120_whatkindof-1	Shanghai	120_whatkindof	ɦ a ¹³ + l i ¹³ + g ə ʔ ¹	shan1293	nan	727.0	WHICH	451	
2046	Shanghai-121_how-1	Shanghai	121_how	n a ¹³ + n ə ŋ ¹³	shan1293	nan	1239.0	HOW	726	
2047	Shanghai-122_classifierperson-1	Shanghai	122_classifierperson	w e ¹³	shan1293	nan	516.0	PERSON (CLASSIFIER)	288	
2048	Shanghai-123_classifierpair-1	Shanghai	123_classifierpair	s ɑ̃ ⁵³	shan1293	nan	2089.0	PAIR (CLASSIFIER)	708	
2049	Shanghai-124_classifierpillow-1	Shanghai	124_classifierpillow	d j ɔ ¹³	shan1293	nan	2166.0	PILLOW (CLASSIFIER)	516	
2050	Shanghai-125_classifiervehicle-1	Shanghai	125_classifiervehicle	b u ¹³	shan1293	nan	2167.0	VEHICLE (CLASSIFIER)	175	
2051	Shanghai-126_classifiercow-1	Shanghai	126_classifiercow	ts a ʔ ⁵	shan1293	nan	2168.0	COW (CLASSIFIER)	652	
2052	Shanghai-127_classifierpig-1	Shanghai	127_classifierpig	ts a ʔ ⁵	shan1293	nan	2169.0	PIG (CLASSIFIER)	681	
2053	Shanghai-128_awhile-1	Shanghai	128_awhile	ɕ j ɪ ʔ ⁵	shan1293	nan	726.0	WHILE	655	
2054	Shanghai-129_onetime-1	Shanghai	129_onetime	tɕ i ³⁵	shan1293	nan	374.0	ONE TIME	115	
2055	Shanghai-130_on-1	Shanghai	130_on	z ɑ̃ ¹³ + d ɤ ¹³	shan1293	nan	1741.0	ABOVE	210	
2056	Shanghai-130_on-2	Shanghai	130_on	k ɔ ⁵³ + d ɤ ¹³	shan1293	nan	1741.0	ABOVE	1085	
2057	Shanghai-131_under-1	Shanghai	131_under	ɦ o ¹³ + d ɤ ¹³	shan1293	nan	1485.0	BELOW OR UNDER	611	
2058	Shanghai-131_under-2	Shanghai	131_under	ɦ o ¹³ + t i ³⁵	shan1293	nan	1485.0	BELOW OR UNDER	524	
2059	Shanghai-132_left-1	Shanghai	132_left	ts u ³⁵ + m i ¹³	shan1293	nan	244.0	LEFT	590	
2060	Shanghai-132_left-2	Shanghai	132_left	ts u ³⁵ + p ø ³⁵ + b a ¹³	shan1293	nan	244.0	LEFT	296	
2061	Shanghai-133_right-1	Shanghai	133_right	ɦ j ɤ ¹³ + m i ¹³	shan1293	nan	1019.0	RIGHT	443	
2062	Shanghai-133_right-2	Shanghai	133_right	ɦ j ɤ ¹³ + p ø ³⁵ + b a ¹³	shan1293	nan	1019.0	RIGHT	194	
2063	Shanghai-134_inthemiddle-1	Shanghai	134_inthemiddle	t ɑ̃ ⁵³ + ts o ŋ ⁵³	shan1293	nan	nan	nan	405	
2064	Shanghai-134_inthemiddle-2	Shanghai	134_inthemiddle	t ɑ̃ ⁵³ + ts o ŋ ⁵³ + ɦ w ã ¹³ + l i ¹³	shan1293	nan	nan	nan	676	
2065	Shanghai-135_inside-1	Shanghai	135_inside	l i ¹³ + ɕ j ã ³ + ⁴	shan1293	nan	1606.0	INSIDE	689	
2066	Shanghai-136_outside-1	Shanghai	136_outside	ŋ a ¹³ + m i ¹³	shan1293	nan	762.0	OUTSIDE	658	
2067	Shanghai-136_outside-2	Shanghai	136_outside	ŋ a ¹³ + d ɤ ¹³	shan1293	nan	762.0	OUTSIDE	283	
2068	Shanghai-137_sweet-1	Shanghai	137_sweet	d i ¹³	shan1293	nan	717.0	SWEET	1177	
2069	Shanghai-138_sour-1	Shanghai	138_sour	s ø ⁵³	shan1293	nan	1906.0	SOUR	274	
2070	Shanghai-139_salty-1	Shanghai	139_salty	ɦ e ¹³	shan1293	nan	1091.0	SALTY	38	
2071	Shanghai-140_watery-1	Shanghai	140_watery	d e ¹³	shan1293	nan	2181.0	LIGHT (IN TASTE)	1101	
2072	Shanghai-141_fat-1	Shanghai	141_fat	ts ɑ̃ ³	shan1293	nan	1279.0	FAT (OBESE)	1143	
2073	Shanghai-141_fat-2	Shanghai	141_fat	pʰ ɑ̃ ³⁵	shan1293	nan	1279.0	FAT (OBESE)	102	
2074	Shanghai-142_thin-1	Shanghai	142_thin	s ɤ ³⁵	shan1293	nan	1400.0	THIN (SLIM)	683	
2075	Shanghai-143_cold-1	Shanghai	143_cold	l ã ¹³	shan1293	nan	1287.0	COLD	177	
2076	Shanghai-143_cold-2	Shanghai	143_cold	i ŋ ³⁵	shan1293	nan	1287.0	COLD	897	
2077	Shanghai-144_hot-1	Shanghai	144_hot	n ø ¹³ + ɲ j ɪ ¹	shan1293	nan	1286.0	HOT	1002	
2078	Shanghai-144_hot-2	Shanghai	144_hot	ɲ j ɪ ʔ ¹	shan1293	nan	1286.0	HOT	834	
2079	Shanghai-145_wellsmelling-1	Shanghai	145_wellsmelling	ɕ j ã ⁵³	shan1293	nan	376.0	FRAGRANT	1092	
2080	Shanghai-146_stinky-1	Shanghai	146_stinky	tsʰ ɤ ³⁵	shan1293	nan	42.0	STINKING	133	
2081	Shanghai-147_thick-1	Shanghai	147_thick	tsʰ u ⁵³	shan1293	nan	1244.0	THICK	1146	
2082	Shanghai-148_tiny-1	Shanghai	148_tiny	ɕ i ³⁵	shan1293	nan	1246.0	SMALL	967	
2083	Shanghai-149_long-1	Shanghai	149_long	z ã ¹³	shan1293	nan	1203.0	LONG	552	
2084	Shanghai-150_short-1	Shanghai	150_short	t ø ³⁵	shan1293	nan	1645.0	SHORT	868	
2085	Shanghai-151_dirty-1	Shanghai	151_dirty	o ʔ ⁵ + tsʰ o ʔ ⁵	shan1293	nan	1230.0	DIRTY	1096	
2086	Shanghai-152_clean-1	Shanghai	152_clean	tɕʰ i ŋ ⁵³ + s ɑ̃ ³⁵	shan1293	nan	704.0	CLEAN	912	
2087	Shanghai-156_justright-1	Shanghai	156_justright	k ɑ̃ ⁵³ + ts ə ŋ ³⁵ + h ɔ ³	shan1293	nan	1725.0	CORRECT (RIGHT)	36	
2088	Shanghai-157_and-1	Shanghai	157_and	t a ʔ ⁵	shan1293	nan	1577.0	AND	385	
2089	Shanghai-157_and-2	Shanghai	157_and	k ɔ ³⁵	shan1293	nan	1577.0	AND	46	
2090	Shanghai-158_only-1	Shanghai	158_only	ts ə ʔ ⁵	shan1293	nan	1580.0	ONLY	597	
2091	Shanghai-159_from-1	Shanghai	159_from	z o ŋ ¹³	shan1293	nan	693.0	FROM	1086	
2092	Shanghai-15_thisyear-1	Shanghai	15_thisyear	tɕ i ŋ ⁵³ + ɲ i ¹³	shan1293	nan	513.0	THIS YEAR	760	
2093	Shanghai-160_insteadof-1	Shanghai	160_insteadof	d e ¹³	shan1293	nan	1652.0	INSTEAD	1053	
2094	Shanghai-161_take-1	Shanghai	161_take	n e ⁵³	shan1293	nan	1749.0	TAKE	1103	
2095	Shanghai-162_onpurpose-1	Shanghai	162_onpurpose	ɦ j ɤ ¹³ + i ⁵³	shan1293	nan	1031.0	ON PURPOSE	808	
2096	Shanghai-162_onpurpose-2	Shanghai	162_onpurpose	d j ɪ ʔ ¹ + ɦ w e ¹³	shan1293	nan	1031.0	ON PURPOSE	884	
2097	Shanghai-162_onpurpose-3	Shanghai	162_onpurpose	ɦ j ɤ ¹³ + ɕ i ŋ ⁵³	shan1293	nan	1031.0	ON PURPOSE	425	
2098	Shanghai-163_one-1	Shanghai	163_one	j ɪ ʔ	shan1293	nan	1493.0	ONE	637	
2099	Shanghai-164_two-1	Shanghai	164_two	ɲ i ¹³	shan1293	nan	1498.0	TWO	1106	
2100	Shanghai-165_three-1	Shanghai	165_three	s e ⁵³	shan1293	nan	492.0	THREE	196	
2101	Shanghai-166_four-1	Shanghai	166_four	s ɿ ³⁵	shan1293	nan	1500.0	FOUR	1156	
2102	Shanghai-167_five-1	Shanghai	167_five	ŋ̍ ¹³	shan1293	nan	493.0	FIVE	193	
2103	Shanghai-168_six-1	Shanghai	168_six	l o ʔ ¹	shan1293	nan	1703.0	SIX	813	
2104	Shanghai-169_seven-1	Shanghai	169_seven	tɕʰ j ɪ ʔ ⁵	shan1293	nan	1704.0	SEVEN	500	
2105	Shanghai-170_eight-1	Shanghai	170_eight	p a ʔ ⁵	shan1293	nan	1705.0	EIGHT	782	
2106	Shanghai-171_nine-1	Shanghai	171_nine	tɕ j ɤ ³⁵	shan1293	nan	1483.0	NINE	292	
2107	Shanghai-172_ten-1	Shanghai	172_ten	z ə ʔ ¹	shan1293	nan	1515.0	TEN	805	
2108	Shanghai-173_eleven-1	Shanghai	173_eleven	z ə ʔ ¹ + j ɪ ʔ ⁵	shan1293	nan	1706.0	ELEVEN	49	
2109	Shanghai-175_twenty-1	Shanghai	175_twenty	ɲ j e ¹³ + n e ¹³	shan1293	nan	1710.0	TWENTY	724	
2110	Shanghai-177_first-1	Shanghai	177_first	d i ¹³ + j ɪ ʔ ⁵	shan1293	nan	728.0	FIRST	23	
2111	Shanghai-178_second-1	Shanghai	178_second	d i ¹³ + ɲ i ¹³	shan1293	nan	1384.0	SECOND	753	
2112	Shanghai-180_twoounces-1	Shanghai	180_twoounces	ɲ i ¹³ + l j ã ¹³	shan1293	nan	2180.0	TWO OUNCES	287	
2113	Shanghai-1_sun-1	Shanghai	1_sun	tʰ a ³ + ⁴ + ɦ j ã ¹³	shan1293	nan	1343.0	SUN	469	
2114	Shanghai-1_sun-2	Shanghai	1_sun	ɲ j ɪ ʔ ¹ + d ɤ ¹³	shan1293	nan	1343.0	SUN	184	
2115	Shanghai-20_today-1	Shanghai	20_today	tɕ i ŋ ⁵³ + ts ɔ ⁵³	shan1293	nan	1283.0	TODAY	316	
2116	Shanghai-22_wheat-1	Shanghai	22_wheat	m a ʔ ¹ + ts ɿ ³⁵	shan1293	nan	1077.0	WHEAT	939	
2117	Shanghai-2315_cook-1	Shanghai	2315_cook	z ɿ ¹³ + s ɿ ⁵³	shan1293	nan	2315.0	COOK (PERSON)	523	
2118	Shanghai-2315_cook-2	Shanghai	2315_cook	s ɔ ⁵³ + v e ¹³ + s ɿ ⁵³ + v u ¹³	shan1293	nan	2315.0	COOK (PERSON)	828	
2119	Shanghai-24_sunflower-1	Shanghai	24_sunflower	ɕ j ã ³⁵ + z ə ʔ ¹² + g w e ¹³	shan1293	nan	1956.0	SUNFLOWER	928	
2120	Shanghai-24_sunflower-2	Shanghai	24_sunflower	g w e ¹³ + h o ⁵³	shan1293	nan	1956.0	SUNFLOWER	358	
2121	Shanghai-25_spinach-1	Shanghai	25_spinach	p u ⁵³ + tsʰ e ³⁵	shan1293	nan	975.0	SPINACH	249	
2122	Shanghai-26_cabbage-1	Shanghai	26_cabbage	tɕ ɥ ø ³⁵ + ɕ i ŋ ⁵³ + tsʰ e ³⁵	shan1293	nan	774.0	CABBAGE	876	
2123	Shanghai-29_sweetpotato-1	Shanghai	29_sweetpotato	s e ⁵³ + ɦ y ¹³	shan1293	nan	159.0	SWEET POTATO	146	
2124	Shanghai-2_moon-1	Shanghai	2_moon	ɦ ɥ ɪ ʔ ¹ + l j ã ¹³	shan1293	nan	1313.0	MOON	659	
2125	Shanghai-2_moon-2	Shanghai	2_moon	ɦ ɥ ɪ ʔ ¹ + k w ɑ̃ ⁵³	shan1293	nan	1313.0	MOON	129	
2126	Shanghai-32_pig-1	Shanghai	32_pig	ts ɿ ⁵³ + l u ¹³	shan1293	nan	1337.0	PIG	778	
2127	Shanghai-35_rooster-1	Shanghai	35_rooster	ɦ j o ŋ ¹³ + tɕ i ⁵³	shan1293	nan	1511.0	ROOSTER	903	
2128	Shanghai-35_rooster-2	Shanghai	35_rooster	k o ŋ ⁵³ + tɕ i ⁵³	shan1293	nan	1511.0	ROOSTER	412	
2129	Shanghai-36_chicken-1	Shanghai	36_chicken	tsʰ ɿ ⁵³ + tɕ i ⁵³	shan1293	nan	1318.0	CHICKEN	361	
2130	Shanghai-36_chicken-2	Shanghai	36_chicken	m u ¹³ + tɕ i ⁵³	shan1293	nan	1318.0	CHICKEN	1127	
2131	Shanghai-37_sparrow-1	Shanghai	37_sparrow	m o ¹³ + tɕʰ j a ʔ ⁵	shan1293	nan	1854.0	SPARROW	91	
2132	Shanghai-37_sparrow-2	Shanghai	37_sparrow	m o ¹³ + t j ɔ ⁵³	shan1293	nan	1854.0	SPARROW	455	
2133	Shanghai-38_mouse-1	Shanghai	38_mouse	l ɔ ¹³ + z o ŋ ²³	shan1293	nan	1491.0	MOUSE	32	
2134	Shanghai-38_mouse-2	Shanghai	38_mouse	l ɔ ¹³ + tsʰ ɿ ³⁵	shan1293	nan	1491.0	MOUSE	946	
2135	Shanghai-39_bedbug-1	Shanghai	39_bedbug	tsʰ ɤ ³⁵ + z o ŋ ²³	shan1293	nan	1949.0	BEDBUG	1064	
2136	Shanghai-39_bedbug-2	Shanghai	39_bedbug	p j ɪ ʔ ⁵ + s ə ʔ ⁵	shan1293	nan	1949.0	BEDBUG	1191	
2137	Shanghai-3_star-1	Shanghai	3_star	ɕ i ŋ ⁵³	shan1293	nan	1430.0	STAR	6	
2138	Shanghai-40_house-1	Shanghai	40_house	v ɑ̃ ¹³ + ts ɿ ³⁵	shan1293	nan	1252.0	HOUSE	1003	
2139	Shanghai-42_window-1	Shanghai	42_window	tsʰ ɑ̃ ⁵³ + m ə ŋ ¹³	shan1293	nan	1375.0	WINDOW	475	
2140	Shanghai-42_window-2	Shanghai	42_window	tsʰ ɑ̃ ⁵³	shan1293	nan	1375.0	WINDOW	977	
2141	Shanghai-43_doorsills-1	Shanghai	43_doorsills	m ə ŋ ¹³ + kʰ e ³⁵	shan1293	nan	2185.0	DOORSILLS	650	
2142	Shanghai-45_kitchen-1	Shanghai	45_kitchen	ts ɔ ³⁵ + pʰ i ⁵³ + k e ⁵³	shan1293	nan	1365.0	KITCHEN	397	
2143	Shanghai-46_chimney-1	Shanghai	46_chimney	i ⁵³ + tsʰ o ŋ ⁵³	shan1293	nan	1305.0	CHIMNEY	307	
2144	Shanghai-47_table-1	Shanghai	47_table	d e ¹³ + ts ɿ ³⁵	shan1293	nan	1775.0	TABLE	872	
2145	Shanghai-48_stairs-1	Shanghai	48_stairs	ɦ u ¹³ + tʰ i ⁵³	shan1293	nan	34.0	STAIRS	339	
2146	Shanghai-49_head-1	Shanghai	49_head	d ɤ ¹³	shan1293	nan	1256.0	HEAD	944	
2147	Shanghai-4_thunderverb-1	Shanghai	4_thunderverb	l e ¹³ + ɕ j ã ³ + ⁴	shan1293	nan	2378.0	THUNDER (VERB)	219	
2148	Shanghai-4_thunderverb-2	Shanghai	4_thunderverb	t ã ³⁵ + l e ²³	shan1293	nan	2378.0	THUNDER (VERB)	97	
2149	Shanghai-50_forehead-1	Shanghai	50_forehead	ŋ a ʔ ¹³ + k o ʔ ⁵ + d ɤ ¹³	shan1293	nan	123.0	FOREHEAD	111	
2150	Shanghai-51_face-1	Shanghai	51_face	m i ¹³ + kʰ o ŋ ³⁵	shan1293	nan	1560.0	FACE	815	
2151	Shanghai-52_nose-1	Shanghai	52_nose	b j ɪ ʔ ¹ + d ɤ ¹³	shan1293	nan	1221.0	NOSE	729	
2152	Shanghai-53_neck-1	Shanghai	53_neck	d ɤ ¹³ + tɕ i ŋ ³⁵	shan1293	nan	1333.0	NECK	118	
2153	Shanghai-54_lefthand-1	Shanghai	54_lefthand	ts u ³⁵ + s ɤ ³⁵	shan1293	nan	2182.0	LEFT HAND	1080	
2154	Shanghai-55_righthand-1	Shanghai	55_righthand	ɦ j ɤ ¹³ + s ɤ ³⁵	shan1293	nan	2183.0	RIGHT HAND	181	
2155	Shanghai-56_fist-1	Shanghai	56_fist	dʑ ɥ ø ¹³ + d ɤ ¹³	shan1293	nan	1473.0	FIST	723	
2156	Shanghai-57_forefinger-1	Shanghai	57_forefinger	s ɤ ³⁵ + ts ɿ ³⁵ + d ɤ ¹³	shan1293	nan	577.0	FOREFINGER	853	
2157	Shanghai-57_forefinger-2	Shanghai	57_forefinger	s ɤ ³⁵ + tɕ j ɪ ʔ ⁵ + d ɤ ¹³	shan1293	nan	577.0	FOREFINGER	27	
2158	Shanghai-58_fingernail-1	Shanghai	58_fingernail	s ɤ ³⁵ + tɕ j ɪ ʔ ⁵ + kʰ a ʔ ⁵	shan1293	nan	1258.0	FINGERNAIL	1045	
2159	Shanghai-58_fingernail-2	Shanghai	58_fingernail	s ɤ ³⁵ + ts ɿ ³⁵ + kʰ a ʔ ⁵	shan1293	nan	1258.0	FINGERNAIL	853	
2160	Shanghai-59_knee-1	Shanghai	59_knee	tɕ j a ʔ ⁵ + m ø ¹³ + d ɤ ¹³	shan1293	nan	1371.0	KNEE	609	
2161	Shanghai-59_knee-2	Shanghai	59_knee	ɕ j ɪ ʔ ⁵ + k e ³⁵	shan1293	nan	1371.0	KNEE	452	
2162	Shanghai-5_flashverb-1	Shanghai	5_flashverb	h o ʔ ⁵ + ɕ i ³⁵	shan1293	nan	2377.0	FLASH (VERB)	1105	
2163	Shanghai-5_flashverb-2	Shanghai	5_flashverb	s ø ³⁵ + d i ¹³	shan1293	nan	2377.0	FLASH (VERB)	86	
2164	Shanghai-60_leg-1	Shanghai	60_leg	tɕ j a ʔ ⁵ + pʰ ɑ̃ ³⁵	shan1293	nan	1297.0	LEG	608	
2165	Shanghai-61_father-1	Shanghai	61_father	t j a ⁵³ + t j a ⁵³	shan1293	nan	1217.0	FATHER	264	
2166	Shanghai-61_father-2	Shanghai	61_father	a ʔ ⁵ + p a ʔ ⁵	shan1293	nan	1217.0	FATHER	464	
2167	Shanghai-61_father-3	Shanghai	61_father	ɦ j a ¹³	shan1293	nan	1217.0	FATHER	594	
2168	Shanghai-62_mother-1	Shanghai	62_mother	m̩ ⁵³ + m a ¹³	shan1293	nan	1216.0	MOTHER	35	
2169	Shanghai-62_mother-2	Shanghai	62_mother	ɲ j ã ¹³	shan1293	nan	1216.0	MOTHER	461	
2170	Shanghai-6_rain-1	Shanghai	6_rain	l o ʔ ¹ + ɦ y ²³	shan1293	nan	1253.0	RAIN (RAINING)	1162	
2171	Shanghai-73_husband-1	Shanghai	73_husband	e ³⁵ + ɲ i ŋ ¹³	shan1293	nan	1200.0	HUSBAND	707	
2172	Shanghai-73_husband-2	Shanghai	73_husband	n ø ¹³ + ɲ i ŋ ¹³	shan1293	nan	1200.0	HUSBAND	1006	
2173	Shanghai-73_husband-3	Shanghai	73_husband	l ɔ ¹³ + k o ŋ ⁵³	shan1293	nan	1200.0	HUSBAND	89	
2174	Shanghai-74_wife-1	Shanghai	74_wife	e ³⁵ + ɲ i ŋ ¹³	shan1293	nan	1199.0	WIFE	707	
2175	Shanghai-74_wife-2	Shanghai	74_wife	l ɔ ²³ + b u ¹³	shan1293	nan	1199.0	WIFE	594	
2176	Shanghai-74_wife-3	Shanghai	74_wife	ɲ y ¹³ + ɲ i ŋ ¹³	shan1293	nan	1199.0	WIFE	485	
2177	Shanghai-75_son-1	Shanghai	75_son	ɲ i ¹³ + ts ɿ ³⁵	shan1293	nan	1620.0	SON	1127	
2178	Shanghai-76_daughter-1	Shanghai	76_daughter	n ø ¹³ + ŋ̍ ¹³	shan1293	nan	1357.0	DAUGHTER	1175	
2179	Shanghai-77_breakfast-1	Shanghai	77_breakfast	ts ɔ ³⁵ + v e ¹³	shan1293	nan	1322.0	BREAKFAST	481	
2180	Shanghai-78_lunch-1	Shanghai	78_lunch	ts o ŋ ⁵³ + v e ¹³	shan1293	nan	768.0	LUNCH	329	
2181	Shanghai-79_supper-1	Shanghai	79_supper	ɦ j a ¹³ + v e ¹³	shan1293	nan	1833.0	DINNER (SUPPER)	67	
2182	Shanghai-7_snow-1	Shanghai	7_snow	l o ʔ ¹ + ɕ j ɪ ʔ ⁵	shan1293	nan	1255.0	SNOWING	1163	
2183	Shanghai-80_noodles-1	Shanghai	80_noodles	m i ¹³	shan1293	nan	973.0	NOODLE	229	
2184	Shanghai-80_noodles-2	Shanghai	80_noodles	tɕʰ j ɪ ʔ ⁵ + m i ¹³	shan1293	nan	973.0	NOODLE	647	
2185	Shanghai-85_soyasauce-1	Shanghai	85_soyasauce	tɕ j ã ⁵³ + ɦ j ɤ ¹³	shan1293	nan	1968.0	SOYA SAUCE	279	
2186	Shanghai-86_salt-1	Shanghai	86_salt	ɦ i ¹³	shan1293	nan	1274.0	SALT	669	
2187	Shanghai-87_chopsticks-1	Shanghai	87_chopsticks	kʰ w e ⁵³	shan1293	nan	1987.0	CHOPSTICKS	477	
2188	Shanghai-87_chopsticks-2	Shanghai	87_chopsticks	kʰ w e ⁵³ + ŋ̍ ¹³	shan1293	nan	1987.0	CHOPSTICKS	357	
2189	Shanghai-87_chopsticks-3	Shanghai	87_chopsticks	kʰ w e ⁵³ + ts ɿ ³⁵	shan1293	nan	1987.0	CHOPSTICKS	818	
2190	Shanghai-88_spoon-1	Shanghai	88_spoon	z o ʔ ¹ + ts ɿ ³⁵	shan1293	nan	1378.0	SPOON	1180	
2191	Shanghai-88_spoon-2	Shanghai	88_spoon	tsʰ ɔ ⁵³	shan1293	nan	1378.0	SPOON	236	
2192	Shanghai-89_man-1	Shanghai	89_man	n ø ¹³ + ɲ i ŋ ¹³	shan1293	nan	1554.0	MAN	1006	
2193	Shanghai-8_hail-1	Shanghai	8_hail	p i ŋ ⁵³ + b ɔ ³	shan1293	nan	609.0	HAIL	31	
2194	Shanghai-90_woman-1	Shanghai	90_woman	ɲ y ¹³ + ɲ i ŋ ¹³	shan1293	nan	962.0	WOMAN	485	
2195	Shanghai-91_boy-1	Shanghai	91_boy	n ø ¹³ + ɕ j ɔ ³⁵ + n ø ¹³	shan1293	nan	1366.0	BOY	632	
2196	Shanghai-92_girl-1	Shanghai	92_girl	ɲ y ¹³ + ɕ j ɔ ³⁵ + n ø ¹³	shan1293	nan	1646.0	GIRL	624	
2197	Shanghai-93_oldman-1	Shanghai	93_oldman	l ɔ ¹³ + k o ŋ ⁵³ + k o ŋ ⁵³	shan1293	nan	406.0	OLD MAN	902	
2198	Shanghai-93_oldman-2	Shanghai	93_oldman	l ɔ ¹³ + d ɤ ¹³ + ts ɿ ³⁵	shan1293	nan	406.0	OLD MAN	594	
2199	Shanghai-94_doctor-1	Shanghai	94_doctor	i ⁵³ + s ã ⁵³	shan1293	nan	597.0	PHYSICIAN	822	
2200	Shanghai-96_beggar-1	Shanghai	96_beggar	k ɔ ³⁵ + h o ³⁵ + ts ɿ ³⁵	shan1293	nan	1934.0	BEGGAR	363	
