	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
4432	Suzhou-Liu-2007-201-114-1	Suzhou	Liu-2007-201-114	d j æ ¹³ + s ə ʔ ⁴	suzh1234	1392	LOUSE	155	
4434	Suzhou-Liu-2007-201-116-1	Suzhou	Liu-2007-201-116	s ɑ ⁴¹²	suzh1234	1236	WHAT	168	
4435	Suzhou-Liu-2007-201-117-1	Suzhou	Liu-2007-201-117	z ɑ ʔ ²³ + d ʏ ¹³	suzh1234	857	STONE	180	
4436	Suzhou-Liu-2007-201-117-1	Suzhou	Liu-2007-201-117	z ɑ ʔ ²³ + d ʏ ¹³	suzh1234	857	STONE	319	
4437	Suzhou-Liu-2007-201-118-1	Suzhou	Liu-2007-201-118	s ʏ ⁵²	suzh1234	1277	HAND	182	
4438	Suzhou-Liu-2007-201-119-1	Suzhou	Liu-2007-201-119	z ʯ ²³¹	suzh1234	906	TREE	134	
4440	Suzhou-Liu-2007-201-120-1	Suzhou	Liu-2007-201-120	z ʯ ²³¹ + b i ¹³	suzh1234	1204	BARK	134	
4441	Suzhou-Liu-2007-201-120-1	Suzhou	Liu-2007-201-120	z ʯ ²³¹ + b i ¹³	suzh1234	1204	BARK	16	
4444	Suzhou-Liu-2007-201-122-1	Suzhou	Liu-2007-201-122	s ɑ ⁴¹² + ɲ i n ¹³	suzh1234	1235	WHO	168	
4445	Suzhou-Liu-2007-201-122-1	Suzhou	Liu-2007-201-122	s ɑ ⁴¹² + ɲ i n ¹³	suzh1234	1235	WHO	38	
4446	Suzhou-Liu-2007-201-123-1	Suzhou	Liu-2007-201-123	s ʯ ⁵²	suzh1234	948	WATER	194	
4449	Suzhou-Liu-2007-201-125-1	Suzhou	Liu-2007-201-125	kʰ w ə n ⁴¹²	suzh1234	1585	SLEEP	197	
4452	Suzhou-Liu-2007-201-127-1	Suzhou	Liu-2007-201-127	s ə ʔ ⁴	suzh1234	1458	SAY	206	
4454	Suzhou-Liu-2007-201-129-1	Suzhou	Liu-2007-201-129	s i ⁵²	suzh1234	1494	DIE	222	
4461	Suzhou-Liu-2007-201-133-1	Suzhou	Liu-2007-201-133	tʰ ɑ ⁴¹² + ɦ j ã ¹³	suzh1234	1343	SUN	239	
4462	Suzhou-Liu-2007-201-133-1	Suzhou	Liu-2007-201-133	tʰ ɑ ⁴¹² + ɦ j ã ¹³	suzh1234	1343	SUN	240	
4463	Suzhou-Liu-2007-201-134-1	Suzhou	Liu-2007-201-134	tʰ ɑ̃ ⁵²	suzh1234	1411	LIE (REST)	244	
4469	Suzhou-Liu-2007-201-137-1	Suzhou	Liu-2007-201-137	tʰ i n ⁴⁴ + tɕ j ɪ ⁴¹²	suzh1234	1408	HEAR	252	
4470	Suzhou-Liu-2007-201-137-1	Suzhou	Liu-2007-201-137	tʰ i n ⁴⁴ + tɕ j ɪ ⁴¹²	suzh1234	1408	HEAR	253	
4471	Suzhou-Liu-2007-201-138-1	Suzhou	Liu-2007-201-138	d ʏ ¹³	suzh1234	1256	HEAD	79	
4474	Suzhou-Liu-2007-201-14-1	Suzhou	Liu-2007-201-14	tɕʰ j ə ʔ ⁴	suzh1234	1336	EAT	549	
4475	Suzhou-Liu-2007-201-140-1	Suzhou	Liu-2007-201-140	d i ²³¹ + b i ¹³	suzh1234	1228	EARTH (SOIL)	265	
4476	Suzhou-Liu-2007-201-140-1	Suzhou	Liu-2007-201-140	d i ²³¹ + b i ¹³	suzh1234	1228	EARTH (SOIL)	16	
4477	Suzhou-Liu-2007-201-140-2	Suzhou	Liu-2007-201-140	tʰ əu ⁵² + d i ²³¹	suzh1234	1228	EARTH (SOIL)	264	
4478	Suzhou-Liu-2007-201-140-2	Suzhou	Liu-2007-201-140	tʰ əu ⁵² + d i ²³¹	suzh1234	1228	EARTH (SOIL)	265	
4485	Suzhou-Liu-2007-201-146-1	Suzhou	Liu-2007-201-146	j ɑ ⁴¹² + l i ⁰ + ɕ j ã ⁴¹²	suzh1234	1233	NIGHT	300	
4486	Suzhou-Liu-2007-201-146-1	Suzhou	Liu-2007-201-146	j ɑ ⁴¹² + l i ⁰ + ɕ j ã ⁴¹²	suzh1234	1233	NIGHT	52	
4487	Suzhou-Liu-2007-201-146-1	Suzhou	Liu-2007-201-146	j ɑ ⁴¹² + l i ⁰ + ɕ j ã ⁴¹²	suzh1234	1233	NIGHT	301	
4488	Suzhou-Liu-2007-201-147-1	Suzhou	Liu-2007-201-147	ɲ i ²³¹ + p o ⁴⁴	suzh1234	1220	TAIL	308	
4489	Suzhou-Liu-2007-201-147-1	Suzhou	Liu-2007-201-147	ɲ i ²³¹ + p o ⁴⁴	suzh1234	1220	TAIL	309	
4491	Suzhou-Liu-2007-201-149-1	Suzhou	Liu-2007-201-149	ŋ əu ²³¹	suzh1234	1209	I	314	
4494	Suzhou-Liu-2007-201-150-1	Suzhou	Liu-2007-201-150	ŋ əu ²³¹ + ɲ i ⁰	suzh1234	1212	WE	314	
4495	Suzhou-Liu-2007-201-150-1	Suzhou	Liu-2007-201-150	ŋ əu ²³¹ + ɲ i ⁰	suzh1234	1212	WE	317	
4499	Suzhou-Liu-2007-201-153-1	Suzhou	Liu-2007-201-153	tɕ j ɑ ʔ ⁴ + m ø ¹³ + d ʏ ¹³	suzh1234	1371	KNEE	277	
4500	Suzhou-Liu-2007-201-153-1	Suzhou	Liu-2007-201-153	tɕ j ɑ ʔ ⁴ + m ø ¹³ + d ʏ ¹³	suzh1234	1371	KNEE	341	
4501	Suzhou-Liu-2007-201-153-1	Suzhou	Liu-2007-201-153	tɕ j ɑ ʔ ⁴ + m ø ¹³ + d ʏ ¹³	suzh1234	1371	KNEE	319	
4504	Suzhou-Liu-2007-201-156-1	Suzhou	Liu-2007-201-156	s j æ ⁵²	suzh1234	1246	SMALL	49	
4506	Suzhou-Liu-2007-201-158-1	Suzhou	Liu-2007-201-158	s i n ⁴⁴	suzh1234	1223	HEART	352	
4507	Suzhou-Liu-2007-201-158-2	Suzhou	Liu-2007-201-158	s i n ⁴⁴ + z ɑ̃ ⁴⁴	suzh1234	1223	HEART	352	
4508	Suzhou-Liu-2007-201-158-2	Suzhou	Liu-2007-201-158	s i n ⁴⁴ + z ɑ̃ ⁴⁴	suzh1234	1223	HEART	353	
4509	Suzhou-Liu-2007-201-159-1	Suzhou	Liu-2007-201-159	s i n ⁴⁴	suzh1234	1231	NEW	355	
4511	Suzhou-Liu-2007-201-160-1	Suzhou	Liu-2007-201-160	s i n ⁴⁴	suzh1234	1430	STAR	356	
4513	Suzhou-Liu-2007-201-162-1	Suzhou	Liu-2007-201-162	ɕ ɥ ə ʔ ⁴	suzh1234	946	BLOOD	359	
4515	Suzhou-Liu-2007-201-164-1	Suzhou	Liu-2007-201-164	ŋ ɑ ¹³ + ts ɿ ⁵²	suzh1234	1380	TOOTH	363	
4516	Suzhou-Liu-2007-201-164-1	Suzhou	Liu-2007-201-164	ŋ ɑ ¹³ + ts ɿ ⁵²	suzh1234	1380	TOOTH	19	
4517	Suzhou-Liu-2007-201-165-1	Suzhou	Liu-2007-201-165	j ɪ ⁴⁴	suzh1234	778	SMOKE (EXHAUST)	366	
4519	Suzhou-Liu-2007-201-167-1	Suzhou	Liu-2007-201-167	ŋ e̞ ²³¹ + u ⁴⁴ + ts ʯ ⁴⁴	suzh1234	1248	EYE	369	
4520	Suzhou-Liu-2007-201-167-1	Suzhou	Liu-2007-201-167	ŋ e̞ ²³¹ + u ⁴⁴ + ts ʯ ⁴⁴	suzh1234	1248	EYE	372	
4521	Suzhou-Liu-2007-201-167-1	Suzhou	Liu-2007-201-167	ŋ e̞ ²³¹ + u ⁴⁴ + ts ʯ ⁴⁴	suzh1234	1248	EYE	373	
4522	Suzhou-Liu-2007-201-168-1	Suzhou	Liu-2007-201-168	ŋ æ ²³¹	suzh1234	1403	BITE	377	
4523	Suzhou-Liu-2007-201-169-1	Suzhou	Liu-2007-201-169	ɦ j ə ʔ ²³ + ts ɿ ⁵²	suzh1234	628	LEAF	380	
4524	Suzhou-Liu-2007-201-169-1	Suzhou	Liu-2007-201-169	ɦ j ə ʔ ²³ + ts ɿ ⁵²	suzh1234	628	LEAF	19	
4526	Suzhou-Liu-2007-201-170-1	Suzhou	Liu-2007-201-170	j ə ʔ ⁴	suzh1234	1493	ONE	381	
4529	Suzhou-Liu-2007-201-172-1	Suzhou	Liu-2007-201-172	h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³	suzh1234	1439	SWIM	390	
4530	Suzhou-Liu-2007-201-172-1	Suzhou	Liu-2007-201-172	h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³	suzh1234	1439	SWIM	391	
4531	Suzhou-Liu-2007-201-172-1	Suzhou	Liu-2007-201-172	h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³	suzh1234	1439	SWIM	392	
4534	Suzhou-Liu-2007-201-174-1	Suzhou	Liu-2007-201-174	ŋ̍ ¹³	suzh1234	227	FISH	402	
4535	Suzhou-Liu-2007-201-175-1	Suzhou	Liu-2007-201-175	y ⁴⁴ + m æ ¹³	suzh1234	1201	FEATHER	403	
4536	Suzhou-Liu-2007-201-175-1	Suzhou	Liu-2007-201-175	y ⁴⁴ + m æ ¹³	suzh1234	1201	FEATHER	263	
4537	Suzhou-Liu-2007-201-175-2	Suzhou	Liu-2007-201-175	m æ ¹³	suzh1234	1201	FEATHER	263	
4539	Suzhou-Liu-2007-201-177-1	Suzhou	Liu-2007-201-177	ɦ j ø ¹³	suzh1234	1395	ROUND	406	
4541	Suzhou-Liu-2007-201-179-1	Suzhou	Liu-2007-201-179	ŋ ə ʔ ²³ + l j ã ²³¹	suzh1234	1313	MOON	410	
4542	Suzhou-Liu-2007-201-179-1	Suzhou	Liu-2007-201-179	ŋ ə ʔ ²³ + l j ã ²³¹	suzh1234	1313	MOON	411	
4545	Suzhou-Liu-2007-201-180-1	Suzhou	Liu-2007-201-180	ɦ ɥ ə n ¹³	suzh1234	1489	CLOUD	414	
4552	Suzhou-Liu-2007-201-185-1	Suzhou	Liu-2007-201-185	l j ə ʔ ²³	suzh1234	1442	STAND	458	
4555	Suzhou-Liu-2007-201-187-1	Suzhou	Liu-2007-201-187	k e̞ ⁴⁴	suzh1234	1214	THIS	481	
4558	Suzhou-Liu-2007-201-189-1	Suzhou	Liu-2007-201-189	ɕ j æ ⁵² + t ə ʔ ⁰	suzh1234	1410	KNOW (SOMETHING)	497	
4559	Suzhou-Liu-2007-201-189-1	Suzhou	Liu-2007-201-189	ɕ j æ ⁵² + t ə ʔ ⁰	suzh1234	1410	KNOW (SOMETHING)	256	
4561	Suzhou-Liu-2007-201-190-1	Suzhou	Liu-2007-201-190	ts ɑ̃ ⁴¹² + ɲ j o ʔ ²³	suzh1234	323	FAT (ORGANIC SUBSTANCE)	507	
4562	Suzhou-Liu-2007-201-190-1	Suzhou	Liu-2007-201-190	ts ɑ̃ ⁴¹² + ɲ j o ʔ ²³	suzh1234	323	FAT (ORGANIC SUBSTANCE)	18	
4565	Suzhou-Liu-2007-201-193-1	Suzhou	Liu-2007-201-193	ts o ŋ ⁵²	suzh1234	714	SEED	515	
4570	Suzhou-Liu-2007-201-196-1	Suzhou	Liu-2007-201-196	tɕ j ɑ ʔ ⁴ + ts æ ⁵²	suzh1234	72	CLAW	527	
4571	Suzhou-Liu-2007-201-196-1	Suzhou	Liu-2007-201-196	tɕ j ɑ ʔ ⁴ + ts æ ⁵²	suzh1234	72	CLAW	526	
4574	Suzhou-Liu-2007-201-198-1	Suzhou	Liu-2007-201-198	b æ ¹³	suzh1234	1443	WALK	533	
4575	Suzhou-Liu-2007-201-199-1	Suzhou	Liu-2007-201-199	ts ʯ ⁵²	suzh1234	674	MOUTH	147	
4584	Suzhou-Liu-2007-201-201-1	Suzhou	Liu-2007-201-201	z əu ²³¹	suzh1234	1416	SIT	536	
4587	Suzhou-Liu-2007-201-22-1	Suzhou	Liu-2007-201-22	d əu ²³¹	suzh1234	1202	BIG	34	
4592	Suzhou-Liu-2007-201-26-1	Suzhou	Liu-2007-201-26	d əu ²³¹ + b i ¹³	suzh1234	1251	BELLY	278	
4593	Suzhou-Liu-2007-201-26-1	Suzhou	Liu-2007-201-26	d əu ²³¹ + b i ¹³	suzh1234	1251	BELLY	16	
4596	Suzhou-Liu-2007-201-29-1	Suzhou	Liu-2007-201-29	t əu ⁴⁴	suzh1234	1198	MANY	595	
4597	Suzhou-Liu-2007-201-3-1	Suzhou	Liu-2007-201-3	b ə ʔ ²³ + d ʏ ¹³	suzh1234	1221	NOSE	77	
4598	Suzhou-Liu-2007-201-3-1	Suzhou	Liu-2007-201-3	b ə ʔ ²³ + d ʏ ¹³	suzh1234	1221	NOSE	319	
4599	Suzhou-Liu-2007-201-30-1	Suzhou	Liu-2007-201-30	ɲ ²³¹ + t əu ⁵²	suzh1234	1247	EAR	596	
4600	Suzhou-Liu-2007-201-30-1	Suzhou	Liu-2007-201-30	ɲ ²³¹ + t əu ⁵²	suzh1234	1247	EAR	597	
4601	Suzhou-Liu-2007-201-31-1	Suzhou	Liu-2007-201-31	l j ã ²³¹	suzh1234	1498	TWO	599	
4602	Suzhou-Liu-2007-201-31-2	Suzhou	Liu-2007-201-31	ɲ i ²³¹	suzh1234	1498	TWO	598	
4603	Suzhou-Liu-2007-201-31-3	Suzhou	Liu-2007-201-31	ə l ²³¹	suzh1234	1498	TWO	598	
4604	Suzhou-Liu-2007-201-32-1	Suzhou	Liu-2007-201-32	f i ⁴⁴	suzh1234	1441	FLY (MOVE THROUGH AIR)	600	
4611	Suzhou-Liu-2007-201-37-1	Suzhou	Liu-2007-201-37	k ø ⁴⁴	suzh1234	1398	DRY	565	
4612	Suzhou-Liu-2007-201-38-1	Suzhou	Liu-2007-201-38	k ø ⁴⁴	suzh1234	1224	LIVER	619	
4613	Suzhou-Liu-2007-201-39-1	Suzhou	Liu-2007-201-39	p ə ʔ ⁴	suzh1234	1447	GIVE	621	
4615	Suzhou-Liu-2007-201-40-1	Suzhou	Liu-2007-201-40	k ə n ⁴⁴	suzh1234	670	ROOT	93	
4616	Suzhou-Liu-2007-201-41-1	Suzhou	Liu-2007-201-41	k ʏ ⁵²	suzh1234	2009	DOG	630	
4617	Suzhou-Liu-2007-201-42-1	Suzhou	Liu-2007-201-42	k w ə ʔ ⁴ + d ʏ ¹³	suzh1234	1394	BONE	94	
4618	Suzhou-Liu-2007-201-42-1	Suzhou	Liu-2007-201-42	k w ə ʔ ⁴ + d ʏ ¹³	suzh1234	1394	BONE	319	
4625	Suzhou-Liu-2007-201-46-1	Suzhou	Liu-2007-201-46	h æ ⁵²	suzh1234	1035	GOOD	642	
4626	Suzhou-Liu-2007-201-47-1	Suzhou	Liu-2007-201-47	tɕʰ j ə ʔ ⁴	suzh1234	1401	DRINK	549	
4627	Suzhou-Liu-2007-201-47-2	Suzhou	Liu-2007-201-47	h a ʔ ⁴	suzh1234	1401	DRINK	647	
4630	Suzhou-Liu-2007-201-5-1	Suzhou	Liu-2007-201-5	d ʏ ¹³ + tɕ i n ⁵²	suzh1234	1333	NECK	79	
4631	Suzhou-Liu-2007-201-5-1	Suzhou	Liu-2007-201-5	d ʏ ¹³ + tɕ i n ⁵²	suzh1234	1333	NECK	90	
4633	Suzhou-Liu-2007-201-51-1	Suzhou	Liu-2007-201-51	h ə ʔ ⁴	suzh1234	163	BLACK	296	
4634	Suzhou-Liu-2007-201-52-1	Suzhou	Liu-2007-201-52	ɦ o ŋ ¹³	suzh1234	156	RED	654	
4642	Suzhou-Liu-2007-201-58-1	Suzhou	Liu-2007-201-58	ɦ w ɑ̃ ¹³	suzh1234	1424	YELLOW	302	
4643	Suzhou-Liu-2007-201-59-1	Suzhou	Liu-2007-201-59	h w e̞ ⁴⁴	suzh1234	646	ASH	542	
4647	Suzhou-Liu-2007-201-61-1	Suzhou	Liu-2007-201-61	h əu ⁵²	suzh1234	221	FIRE	672	
4648	Suzhou-Liu-2007-201-62-1	Suzhou	Liu-2007-201-62	tɕ i ⁴⁴ + d e̞ ²³¹	suzh1234	744	EGG	673	
4649	Suzhou-Liu-2007-201-62-1	Suzhou	Liu-2007-201-62	tɕ i ⁴⁴ + d e̞ ²³¹	suzh1234	744	EGG	674	
4651	Suzhou-Liu-2007-201-64-1	Suzhou	Liu-2007-201-64	k o ʔ ⁴	suzh1234	1393	HORN (ANATOMY)	568	
4652	Suzhou-Liu-2007-201-65-1	Suzhou	Liu-2007-201-65	tɕ j ɑ ʔ ⁴	suzh1234	1301	FOOT	277	
4657	Suzhou-Liu-2007-201-69-1	Suzhou	Liu-2007-201-69	kʰ ø ⁵² + tɕ j ɪ ⁴¹²	suzh1234	1409	SEE	689	
4658	Suzhou-Liu-2007-201-69-1	Suzhou	Liu-2007-201-69	kʰ ø ⁵² + tɕ j ɪ ⁴¹²	suzh1234	1409	SEE	253	
4659	Suzhou-Liu-2007-201-7-1	Suzhou	Liu-2007-201-7	f ə ʔ ⁴	suzh1234	1240	NOT	99	
4664	Suzhou-Liu-2007-201-73-1	Suzhou	Liu-2007-201-73	l e̞ ¹³	suzh1234	1446	COME	703	
4666	Suzhou-Liu-2007-201-75-1	Suzhou	Liu-2007-201-75	l a ²³¹	suzh1234	1287	COLD	391	
4669	Suzhou-Liu-2007-201-78-1	Suzhou	Liu-2007-201-78	l o ʔ ²³	suzh1234	1425	GREEN	709	
4670	Suzhou-Liu-2007-201-79-1	Suzhou	Liu-2007-201-79	m ø ²³¹	suzh1234	1429	FULL	710	
4672	Suzhou-Liu-2007-201-80-1	Suzhou	Liu-2007-201-80	m i n ¹³ + z ɿ ²³¹	suzh1234	1405	NAME	712	
4673	Suzhou-Liu-2007-201-80-1	Suzhou	Liu-2007-201-80	m i n ¹³ + z ɿ ²³¹	suzh1234	1405	NAME	469	
4679	Suzhou-Liu-2007-201-84-1	Suzhou	Liu-2007-201-84	k w e̞ ⁴⁴	suzh1234	78	THAT	731	
4682	Suzhou-Liu-2007-201-86-1	Suzhou	Liu-2007-201-86	n ø ¹³ + ɲ i n ¹³	suzh1234	1554	MAN	471	
4683	Suzhou-Liu-2007-201-86-1	Suzhou	Liu-2007-201-86	n ø ¹³ + ɲ i n ¹³	suzh1234	1554	MAN	38	
4684	Suzhou-Liu-2007-201-87-1	Suzhou	Liu-2007-201-87	n e̞ ²³¹	suzh1234	1215	THOU	740	
4686	Suzhou-Liu-2007-201-89-1	Suzhou	Liu-2007-201-89	t j æ ⁵²	suzh1234	937	BIRD	745	
4688	Suzhou-Liu-2007-201-90-1	Suzhou	Liu-2007-201-90	ɲ y ²³¹ + ɲ i n ¹³	suzh1234	962	WOMAN	39	
4689	Suzhou-Liu-2007-201-90-1	Suzhou	Liu-2007-201-90	ɲ y ²³¹ + ɲ i n ¹³	suzh1234	962	WOMAN	38	
4692	Suzhou-Liu-2007-201-93-1	Suzhou	Liu-2007-201-93	b i ¹³ + f u ⁴⁴	suzh1234	763	SKIN	16	
4693	Suzhou-Liu-2007-201-93-1	Suzhou	Liu-2007-201-93	b i ¹³ + f u ⁴⁴	suzh1234	763	SKIN	17	
4699	Suzhou-Liu-2007-201-97-1	Suzhou	Liu-2007-201-97	z j ɪ ¹³ + b u ²³¹	suzh1234	98	ALL	54	
4700	Suzhou-Liu-2007-201-97-1	Suzhou	Liu-2007-201-97	z j ɪ ¹³ + b u ²³¹	suzh1234	98	ALL	55	
4702	Suzhou-Liu-2007-201-99-1	Suzhou	Liu-2007-201-99	ɲ i n ¹³	suzh1234	683	PERSON	38	
4703	Taiyuan-Liu-2007-201-1-1	Taiyuan	Liu-2007-201-1	p ai ²¹	taiy1243	1335	WHITE	71	
4704	Taiyuan-Liu-2007-201-1-2	Taiyuan	Liu-2007-201-1	p j ə ⁵⁴	taiy1243	1335	WHITE	71	
4705	Taiyuan-Liu-2007-201-10-1	Taiyuan	Liu-2007-201-10	tsʰ ɒ̃ ²¹	taiy1243	1203	LONG	112	
4710	Taiyuan-Liu-2007-201-103-1	Taiyuan	Liu-2007-201-103	n ai ⁵³	taiy1243	1402	BREAST	128	
4714	Taiyuan-Liu-2007-201-106-1	Taiyuan	Liu-2007-201-106	s a ʔ ²	taiy1243	1417	KILL	135	
4715	Taiyuan-Liu-2007-201-107-1	Taiyuan	Liu-2007-201-107	s a ²¹	taiy1243	671	SAND	138	
4716	Taiyuan-Liu-2007-201-108-1	Taiyuan	Liu-2007-201-108	s æ̃ ²¹	taiy1243	639	MOUNTAIN	139	
4717	Taiyuan-Liu-2007-201-109-1	Taiyuan	Liu-2007-201-109	s au ²¹	taiy1243	2102	BURN	140	
4721	Taiyuan-Liu-2007-201-111-1	Taiyuan	Liu-2007-201-111	ʂ ə ʔ ⁵⁴	taiy1243	1205	TONGUE	143	
4722	Taiyuan-Liu-2007-201-111-2	Taiyuan	Liu-2007-201-111	ʂ ə ʔ ⁵⁴ + tʰ əu ²¹	taiy1243	1205	TONGUE	143	
4723	Taiyuan-Liu-2007-201-111-2	Taiyuan	Liu-2007-201-111	ʂ ə ʔ ⁵⁴ + tʰ əu ²¹	taiy1243	1205	TONGUE	319	
4728	Taiyuan-Liu-2007-201-114-1	Taiyuan	Liu-2007-201-114	s ə ʔ ²	taiy1243	1392	LOUSE	155	
4729	Taiyuan-Liu-2007-201-114-2	Taiyuan	Liu-2007-201-114	s ə ʔ ² + ts ə ʔ ⁰	taiy1243	1392	LOUSE	155	
4730	Taiyuan-Liu-2007-201-114-2	Taiyuan	Liu-2007-201-114	s ə ʔ ² + ts ə ʔ ⁰	taiy1243	1392	LOUSE	19	
4732	Taiyuan-Liu-2007-201-116-1	Taiyuan	Liu-2007-201-116	s ə ŋ ⁴⁵ + l ə ʔ ²	taiy1243	1236	WHAT	169	
4733	Taiyuan-Liu-2007-201-116-1	Taiyuan	Liu-2007-201-116	s ə ŋ ⁴⁵ + l ə ʔ ²	taiy1243	1236	WHAT	170	
4734	Taiyuan-Liu-2007-201-117-1	Taiyuan	Liu-2007-201-117	s ə ʔ ⁵⁴ + tʰ əu ²¹	taiy1243	857	STONE	180	
4735	Taiyuan-Liu-2007-201-117-1	Taiyuan	Liu-2007-201-117	s ə ʔ ⁵⁴ + tʰ əu ²¹	taiy1243	857	STONE	319	
4736	Taiyuan-Liu-2007-201-118-1	Taiyuan	Liu-2007-201-118	s əu ⁵³	taiy1243	1277	HAND	182	
4737	Taiyuan-Liu-2007-201-119-1	Taiyuan	Liu-2007-201-119	s u ⁴⁵	taiy1243	906	TREE	134	
4739	Taiyuan-Liu-2007-201-120-1	Taiyuan	Liu-2007-201-120	s u ⁴⁵ + pʰ i ²¹	taiy1243	1204	BARK	134	
4740	Taiyuan-Liu-2007-201-120-1	Taiyuan	Liu-2007-201-120	s u ⁴⁵ + pʰ i ²¹	taiy1243	1204	BARK	16	
4743	Taiyuan-Liu-2007-201-122-1	Taiyuan	Liu-2007-201-122	s w ei ²¹	taiy1243	1235	WHO	187	
4744	Taiyuan-Liu-2007-201-123-1	Taiyuan	Liu-2007-201-123	s w ei ⁵³	taiy1243	948	WATER	194	
4747	Taiyuan-Liu-2007-201-125-1	Taiyuan	Liu-2007-201-125	s w ei ⁴⁵	taiy1243	1585	SLEEP	196	
4749	Taiyuan-Liu-2007-201-127-1	Taiyuan	Liu-2007-201-127	s w ə ʔ ²	taiy1243	1458	SAY	206	
4753	Taiyuan-Liu-2007-201-129-1	Taiyuan	Liu-2007-201-129	s ɿ ⁵³	taiy1243	1494	DIE	222	
4762	Taiyuan-Liu-2007-201-133-1	Taiyuan	Liu-2007-201-133	tʰ ai ⁴⁵ + j ɒ̃ ⁰	taiy1243	1343	SUN	239	
4763	Taiyuan-Liu-2007-201-133-1	Taiyuan	Liu-2007-201-133	tʰ ai ⁴⁵ + j ɒ̃ ⁰	taiy1243	1343	SUN	240	
4764	Taiyuan-Liu-2007-201-134-1	Taiyuan	Liu-2007-201-134	tʰ ɒ̃ ⁴⁵	taiy1243	1411	LIE (REST)	244	
4768	Taiyuan-Liu-2007-201-137-1	Taiyuan	Liu-2007-201-137	tʰ i ŋ ²¹ + tɕ j e ⁴⁵	taiy1243	1408	HEAR	252	
4769	Taiyuan-Liu-2007-201-137-1	Taiyuan	Liu-2007-201-137	tʰ i ŋ ²¹ + tɕ j e ⁴⁵	taiy1243	1408	HEAR	253	
4770	Taiyuan-Liu-2007-201-138-1	Taiyuan	Liu-2007-201-138	tʰ əu ²¹	taiy1243	1256	HEAD	79	
4771	Taiyuan-Liu-2007-201-138-2	Taiyuan	Liu-2007-201-138	t ə ʔ ² + l au ⁵³	taiy1243	1256	HEAD	256	
4772	Taiyuan-Liu-2007-201-138-2	Taiyuan	Liu-2007-201-138	t ə ʔ ² + l au ⁵³	taiy1243	1256	HEAD	257	
4775	Taiyuan-Liu-2007-201-14-1	Taiyuan	Liu-2007-201-14	tsʰ ə ʔ ²	taiy1243	1336	EAT	547	
4776	Taiyuan-Liu-2007-201-140-1	Taiyuan	Liu-2007-201-140	tʰ u ⁵³ + t i ⁴⁵	taiy1243	1228	EARTH (SOIL)	264	
4777	Taiyuan-Liu-2007-201-140-1	Taiyuan	Liu-2007-201-140	tʰ u ⁵³ + t i ⁴⁵	taiy1243	1228	EARTH (SOIL)	265	
4778	Taiyuan-Liu-2007-201-140-2	Taiyuan	Liu-2007-201-140	t i ⁴⁵	taiy1243	1228	EARTH (SOIL)	265	
4784	Taiyuan-Liu-2007-201-146-1	Taiyuan	Liu-2007-201-146	v æ̃ ⁵³ + s ɒ̃ ⁴⁵	taiy1243	1233	NIGHT	295	
4785	Taiyuan-Liu-2007-201-146-1	Taiyuan	Liu-2007-201-146	v æ̃ ⁵³ + s ɒ̃ ⁴⁵	taiy1243	1233	NIGHT	249	
4786	Taiyuan-Liu-2007-201-147-1	Taiyuan	Liu-2007-201-147	v ei ⁵³ + p a ⁰	taiy1243	1220	TAIL	308	
4787	Taiyuan-Liu-2007-201-147-1	Taiyuan	Liu-2007-201-147	v ei ⁵³ + p a ⁰	taiy1243	1220	TAIL	309	
4789	Taiyuan-Liu-2007-201-149-1	Taiyuan	Liu-2007-201-149	ɣ ɤ ⁵³	taiy1243	1209	I	313	
4792	Taiyuan-Liu-2007-201-150-1	Taiyuan	Liu-2007-201-150	ɣ ɤ ⁵³ + m ɤ ⁰	taiy1243	1212	WE	313	
4793	Taiyuan-Liu-2007-201-150-1	Taiyuan	Liu-2007-201-150	ɣ ɤ ⁵³ + m ɤ ⁰	taiy1243	1212	WE	195	
4796	Taiyuan-Liu-2007-201-153-1	Taiyuan	Liu-2007-201-153	ɕ j ə ʔ ²	taiy1243	1371	KNEE	333	
4797	Taiyuan-Liu-2007-201-153-2	Taiyuan	Liu-2007-201-153	ɕ j ə ʔ ² + k ai ⁴⁵	taiy1243	1371	KNEE	333	
4798	Taiyuan-Liu-2007-201-153-2	Taiyuan	Liu-2007-201-153	ɕ j ə ʔ ² + k ai ⁴⁵	taiy1243	1371	KNEE	334	
4801	Taiyuan-Liu-2007-201-156-1	Taiyuan	Liu-2007-201-156	ɕ j au ⁵³	taiy1243	1246	SMALL	49	
4803	Taiyuan-Liu-2007-201-158-1	Taiyuan	Liu-2007-201-158	ɕ i n ²¹	taiy1243	1223	HEART	352	
4804	Taiyuan-Liu-2007-201-158-2	Taiyuan	Liu-2007-201-158	ɕ i n ²¹ + ts ɒ̃ ⁴⁵	taiy1243	1223	HEART	352	
4805	Taiyuan-Liu-2007-201-158-2	Taiyuan	Liu-2007-201-158	ɕ i n ²¹ + ts ɒ̃ ⁴⁵	taiy1243	1223	HEART	353	
